"pattern","occurences_count","files_count","repos_count"
"d/MM/YY - h:mm a","2","1","1"
"dd.MM.yyyy, HH:mm:ssXXXXX '['VV']'","2","1","1"
"yyyy-MM-dd'abc'HH|mm|ss","2","1","1"
"M월 dd일 E요일","2","1","1"
"xxxx-'W'ww-e'T'HH:mm:ssZZ","2","1","2"
"yyyy MMM d","2","1","2"
"H'h' m'm'","2","1","2"
"yyyy-MM-dd'T'HH_mmX","2","1","1"
"'T'HH:mm:ss.SSSZZ","2","1","2"
"yyyy--MM-dd HH:mm:ss","2","1","2"
"yyy-MM-dd'T'HH:mm:ssZZ","2","1","2"
"yyyy--MM-dd","2","1","2"
"xx","2","1","1"
"xxxx-'W'ww-e'T'HH:mm:ss.SSSZZ","2","1","2"
"xxxx'W'wwe'T'HHmmssZ","2","1","2"
"ww","2","1","1"
"d/MMM/yyyy HH:mm","2","1","1"
"MM-dd HH:mm:ss.SSSSSS","2","1","2"
"yyyy-MM-dd['T'HH:mm[:ss[.SSSSSSSSS]]]","2","1","1"
"dd/MMM/YYYY:HH:mm:ss Z","2","1","1"
"EEEE's' 'at' HH':'mm '(system)'","2","1","1"
"ddMMyy - HH:mm:ss z","2","1","1"
"yyyy년MM월dd일_HH시mm분","2","1","1"
"yyyy-MM-dd_HH'h'mm","2","1","1"
" d/M/y ","2","1","1"
"hh:mm a dd/MM/YYYY","2","1","1"
"'T'HHmmssZ","2","1","2"
"yyyy-MM-dd HH:mm:ss.ss","2","1","2"
"'past'-yyyyMMddHHmmss","2","1","1"
"yyyy.M.d","2","1","1"
"d\nMMM","2","1","1"
"yyyy년 MM월 dd일 E요일","2","1","1"
"E d/M/Y","2","1","1"
"'dest'-yyyy-MM-dd-HH-mm-ss","2","1","1"
"_yyyyMMdd_HHmmss_","2","1","1"
"yyyy-MM-dd'T'HH:mm:ss'Z'Z","2","1","2"
"YYMMddHHmm","2","1","2"
"yyyyMM-dd","2","1","1"
"yy-MM-dd-HH:mm:s","2","1","1"
"YYYY-MM-dd-HH-mm-ss-SSS","2","1","2"
"dd-MM-yyyy @ HH:mm","2","1","1"
"yyyy 年 MM 月 dd 日 HH:mm:ss.SSS","2","1","1"
" yyyy'-'MM'-'dd HH':'mm","2","1","2"
"yyMMdd HH:mm:ss.SSS","2","1","2"
"yyyy-DDD'T'HH:mm:ss.SSSZZ","2","1","2"
"  Y/MM/dd","2","1","1"
"yyyyMMddHHmmss.SSSSSS","2","1","1"
"EEE MMM  d HH:mm:ss yyyy","2","1","2"
"H'h'","2","1","2"
"HH:mm:ss , MMM d","2","1","1"
"yyyy-MM-32","2","1","1"
"[GGGGG][GGGG][GGG]y['.'M['.'d]]","2","1","1"
"MMM d, yyyy '@' h:mm a","2","1","1"
"dd-MMM-yyyy ","2","1","1"
"yyyy[-MM[-dd[[ ]['T']HH:mm[:ss][XXX]]]]","2","1","1"
"hh B","2","1","1"
"yyyy/M/d HH:mm","2","1","2"
"dd MM yyyy hh:mm a","2","1","1"
"EEEE MMM d, yyyy","2","1","1"
"dd.MMM","2","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSZZZZZ'['VV']'","2","1","1"
"HH:mm:ssZZ","2","1","2"
"yyyy-M-d-H-m","2","1","1"
"EE d MMM y à H:mm","2","1","1"
"LL - yyyy","2","1","2"
"ss:mm:HH","2","1","1"
"'T'HH:mm:ssZZ","2","1","2"
"MMM d, ''yy","2","1","1"
"yyyy-MM-dd hh.MM.ss.SSS","2","1","1"
"h:m a E MMM d, y","2","1","1"
"yyyy-MM-dd'T'HH:mm:ss[Z]['Z']","2","1","1"
"dd MMM HH:mm:ss Z yyyy","2","1","1"
":mm a","2","1","2"
"EEEE MMM dd, yyyy","2","1","1"
"M/d/uu a h:m","2","1","1"
"GGGGy年M月d日 EEEE ah:mm:ss [zzzz]","2","1","1"
"E d, MMMM yyyy","2","1","1"
"EEE MMM d uuuu @ h:m:s O","2","1","1"
"dd MMM yyyy HH:mm:ss:SSSSSSS","2","1","1"
"yyyy-MM-dd-","2","1","1"
"MM - yyyy","2","1","1"
"M / d / y H: m: ss","2","1","1"
"yyyy-MMM","2","1","1"
"[.SSSSSSS][.SSSSSS][.SSS]","2","1","1"
"EEEE dd.MM","2","1","1"
"yyyyDDD'T'HHmmssZ","2","1","2"
"E, dd MMM, HH:mm:ss","2","1","1"
"MMMM dd, yyyy hh:mm a","1","1","1"
"yyyy-MM-dd 'at' h:mma (zzz)","1","1","1"
"E, MMM dd, h:mm a","1","1","1"
"EEE MMM d hh:mm:ss a Z yyyy","1","1","1"
"MMMyy","1","1","1"
"dd.MM.yyyy.HH:mm:ss","1","1","1"
"dd/MM/yyyy'T'HH:mm:ss","1","1","1"
"gggggg","1","1","1"
"yyyy dd MMM","1","1","1"
"HH:mm:ss.SSSS xxx","1","1","1"
"EEE, dd MMM yyyy hh:mm:ss.SSS a Z","1","1","1"
"+++LL[g''g]++","1","1","1"
"']'","1","1","1"
"eee MMM dd HH:mm:ss 'UTC' yyyy","1","1","1"
"yyyyMMddHHmmX","1","1","1"
"['T'HH:mm]","1","1","1"
"d. MMM yyyy","1","1","1"
"eee MMM dd yyyy HH:mm:ss","1","1","1"
"'-'YYYYMMdd-HHmmss.SSS Z'-'","1","1","1"
"h BBBBB","1","1","1"
"dd MMMM uuuu HH:mm","1","1","1"
"EEEE MMM dd, YYYY","1","1","1"
"HH:m:s","1","1","1"
"yyyy-MM-dd HH:mm:ss[.SSSSSS]X","1","1","1"
"yyyy-MM-dd:HH-mm-ss","1","1","1"
"EEEE MMM d","1","1","1"
"yyyy-MM-dd HH:mm:ss a","1","1","1"
"[zz]","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSS xxx","1","1","1"
"[E[,][ ]]MMM d[,] yyyy[[,] H:mm[:ss][ ][a][ ][z][ ][Z]]","1","1","1"
"MM/dd/yyyy HH:mm VV","1","1","1"
"dd MMM hh:mm a","1","1","1"
"HH:mm:ss, EE dd MMM yyyy Z","1","1","1"
"yyyyMMddmm","1","1","1"
"uuuuMMdd'T'HHmmss'Z'","1","1","1"
"HH:mm:ss ","1","1","1"
"d MMM yyyy hh:mm a","1","1","1"
"YYYY년 MM월 dd일","1","1","1"
"yyyy QQQ","1","1","1"
"MM-dd-HH:mm:ss","1","1","1"
"dd.MM, HH:mm","1","1","1"
"ha z","1","1","1"
"yyyy년MM월dd일 HH시mm분","1","1","1"
"dd LLL uuuu HH:mm","1","1","1"
"dd MMM, yyyy hh:mm a","1","1","1"
"MMM dd yyyy hh:mm","1","1","1"
"dd/MM/yy HH:mm a","1","1","1"
"yyyy.D","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSxxxxx","1","1","1"
"MM/dd/yyyy HH:mm vvvv","1","1","1"
"yyyy-MM-dd-06","1","1","1"
"MM-dd-HH-mm","1","1","1"
"yyMMddHHmm'Z'","1","1","1"
"HH:mm:ss MM/dd/yyyy ","1","1","1"
"M/dd","1","1","1"
"dd-MMM-yyyy HH:mm:ss XXX","1","1","1"
"HHmmss   ddMMyy","1","1","1"
"HH:mm:ss xxx","1","1","1"
"yy-MM-dd'T'HH_mm_ss.SSS","1","1","1"
"yyyy-MM-dd 'at' HH:mm z Z","1","1","1"
"yyyy/MM/dd/HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSzzzz","1","1","1"
"h:mm a, dd MMMM yyyy","1","1","1"
"EEEE MMMM dd, yyyy HH:mm:ss","1","1","1"
"EEE MMM ","1","1","1"
"E ","1","1","1"
"-yyyy-MM-dd-H-m-ss.SS","1","1","1"
"yyyy[-MM-dd]['T'HH:mm][:ss][.SSSSSSSSS][.SSSSSS][.SSSSS][.SSSS][.SSS][.SS][.S][z]","1","1","1"
"HH:mm EEE dd/MM/yyyy","1","1","1"
"[XXXXX]","1","1","1"
"ah'時'[m'分'[s[[.][,]","1","1","1"
"yyyy/[]M/[]d","1","1","1"
"a K:mm","1","1","1"
"yyyy 年 MM 月 dd 日 HH:mm:ss","1","1","1"
"d'%s' MMMM u 'at' kk:mm 'UTC'","1","1","1"
"HH|mm|ss","1","1","1"
"yyyy XXX","1","1","1"
"dd.MM.yy HH:mm:ss","1","1","1"
"yyyyMMdd'T'HHmmss.SSSX","1","1","1"
"E, MMM dd","1","1","1"
"dd.MM.yyyy в H:mm","1","1","1"
"yyyy-MM-dd\nHH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSSSSSSS","1","1","1"
"MMM dd, hh:mm a z","1","1","1"
"MMM dd yyyy HH:mm","1","1","1"
"dd-MM-yyyy' 'HH:mm' '","1","1","1"
"hh:mm:ss.SSSSSSX","1","1","1"
"y_MM_dd_Hmmss","1","1","1"
"yyyy:MM:dd kk:mm:ss","1","1","1"
"EEE, MMMM d, yyyy h:mm a","1","1","1"
"HH00","1","1","1"
"uuuu['-']['/']['.'][','][' ']MMM['-']['/']['.'][','][' ']d['st']['nd']['rd']['th']","1","1","1"
"HH:mm, dd/MM/yyyy","1","1","1"
"${getString(dateFormat.patternResource)}, ${getString(timeFormat.patternResource)}","1","1","1"
"dd-MM-yyyy.hh_mm_ss","1","1","1"
"d-MMM-yyyy HH:mm:ss Z z","1","1","1"
"EEEE dd'$suffix' MMMM yyyy","1","1","1"
"d MMMM yyyy - h:mm a","1","1","1"
"e E EEEE","1","1","1"
"yyyyMM'T'ddHHmmss'Z'","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSSX","1","1","1"
"MMM dd,YYYY - HH:mm:ss","1","1","1"
"yyyy.MM.dd HH:mm:ss O","1","1","1"
" MMMM","1","1","1"
"$MONTH_PATTERN $YEAR_PATTERN","1","1","1"
"dd/MM/yyyy@HH:mm","1","1","1"
"[h:mm a]","1","1","1"
"MM / yyyy","1","1","1"
"yyyyMMdd'00'","1","1","1"
"+++LL[g''g]","1","1","1"
"yyyy-MM-dd|HH:mm:ss","1","1","1"
"M/D/YYYY","1","1","1"
"yyyyMMdd'T'hhmmss","1","1","1"
"EEEE d MMMM 'vers' H:mm","1","1","1"
" MM dd hh:mm","1","1","1"
"_YYYY-MM-dd_HH-mm-ss","1","1","1"
"HH:mm:ss.SSSxxx","1","1","1"
"H ч.","1","1","1"
"yyyy-MM-ddHH:mm","1","1","1"
"dd.MM.yyyy , HH:mm:ss","1","1","1"
"dd.MM.yyyy hh:mm a","1","1","1"
"'y'yyyy'M'MM'd'dd'h'HH'm'mm's'ss","1","1","1"
"yyyy_MM_dd HH:mm a","1","1","1"
"'Week' w 'of' y","1","1","1"
"yyyy:MM:dd:HH:mm:ss","1","1","1"
"YYYYMMdd HHmmSS","1","1","1"
"yyyy a","1","1","1"
"d ","1","1","1"
"dd-MM-yyyy | HH:mm:ss.SSS","1","1","1"
"[[yyyy ]dd-MMM[-yyyy]][[ ]h:m[:s] a][[ ]H:m[:s]]","1","1","1"
"EEE, MMMM d, yyyy 'at' hh:mm a","1","1","1"
"DD°MMSS dd°mmss","1","1","1"
"yyyy-MM-dd H-m-s","1","1","1"
"EEE',' d MMM hh:mm a","1","1","1"
"[m:]ss","1","1","1"
"yyy-MM-dd HH:mm [z]","1","1","1"
"EEE d","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSZ","1","1","1"
"yyyy_MM_dd_HH_mm","1","1","1"
"yyyy年MM月DD日","1","1","1"
"yyyy-MM-dd/HH/mm","1","1","1"
"yyyy-MM-dd [HH:mm:ss][O]","1","1","1"
"yyMMddHHmmZ","1","1","1"
"+LL.LLL","1","1","1"
"dd-MM-yyyy'T'HH:mm:ss.SSSXXX","1","1","1"
"yyyy-MM-dd|HH-mm-ss","1","1","1"
"HH[:mm][:ss]","1","1","1"
"dd-MM-uuuu HH-mm-ss","1","1","1"
"HH:mm, yyyy-MM-dd","1","1","1"
"YYYY-MMMM-DD","1","1","1"
"hh:mm, MM/dd/YYYY","1","1","1"
"M.ddhhmm","1","1","1"
"HH:mm AA","1","1","1"
"d-m-Y","1","1","1"
"yyyy-M-ddHmm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSZZZ","1","1","1"
"hh:mm a 'UTC' | dd MMMM yyyy","1","1","1"
"yyyy-MM-dd HH시mm분","1","1","1"
"E, MMMM d","1","1","1"
"yy-MM-dd HH:mm:ss:SSS","1","1","1"
"yyyyMMDD-HHmmss","1","1","1"
"yy/MM/dd-HH:mm","1","1","1"
"yyyy-MMMM","1","1","1"
"hhmmssSS","1","1","1"
"YYYY-MM-dd-hhmmssSSS","1","1","1"
"MM-dd, YYYY","1","1","1"
"yyyy-MM-dd HH:mm:ss.","1","1","1"
"yyyy-MM-dd HH:mm:ss[.SSS]Z","1","1","1"
"yyyy X","1","1","1"
"YYYYMMdd_HHmm_ss","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSSSS xxx","1","1","1"
"yyyyMMddHH':'mm","1","1","1"
"dd MMM YYYY, HH:mm","1","1","1"
"E, M월 yyyy년 HH시 mm분 ss초","1","1","1"
"yyyyMMdd'T'HHmmss.SSSXXX","1","1","1"
"MMM d, YYYY HH:mm:ss a","1","1","1"
"$TIME_PATTERN - $DAY_PATTERN $MONTH_PATTERN $YEAR_PATTERN","1","1","1"
"h:mm:ss a 'on' MMMM d, yyyy'.'","1","1","1"
"HH:mm:ss\nyyyy-MM-dd","1","1","1"
"EEE dd MMM HH:mm:ss","1","1","1"
"dd/MM/y","1","1","1"
"HH:mm, MM/dd/yy","1","1","1"
"yyyyMMddHHmmss.nnnnnnnnn","1","1","1"
"'byrequest'-yyyy-MM-dd-HH-mm-ss","1","1","1"
"${getLocalDatePattern()} $timeFormat","1","1","1"
"dd.MM.YYY HH:mm","1","1","1"
"hh:mm:ss.n a","1","1","1"
"d MMMM, ","1","1","1"
"${targetDateTime.amPm} hh:mm","1","1","1"
"dd-MMMM-yyyy hh:mm","1","1","1"
"yyyy-MM-ddTHH:mm:ss.SSS","1","1","1"
"dd MMMM kk:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss+08:00","1","1","1"
"yyyy/MM/dd 'at' h:mm a","1","1","1"
"yyyy MMM dd, hh:mm a","1","1","1"
"uuuu-MM-dd--kk-mm","1","1","1"
"d MMM H:mm","1","1","1"
"Gyyyy\u5e74M\u6708d\u65e5","1","1","1"
"yyyyMMdd/kk_mm_ss","1","1","1"
"yyyy-MM-dd\nhh:mm a","1","1","1"
"dd/MM/yy h:mm:ss a","1","1","1"
"dd/MM\n yyyy\nHH:mm","1","1","1"
"H時m分","1","1","1"
"yyyy-MM-dd (E) HH:mm:ss","1","1","1"
"L/d/yy h:mm a","1","1","1"
"d일 ${targetDateTime.amPm} hh:mm","1","1","1"
"d/M/y H:m:ss","1","1","1"
"'last' EEEE 'at' h:mm a","1","1","1"
"y-M-d'T'H:m:sX","1","1","1"
"d dd","1","1","1"
"yyyyMMdd[HHmmss.SSS]","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSS ZZZ","1","1","1"
"yyyyMMdd_hhmmss","1","1","1"
"MM dd, yyyy","1","1","1"
"L dd yyyy, HH:mm:ss","1","1","1"
"HH:mm:ss.SSSSSSZ","1","1","1"
"yyyyXXX","1","1","1"
"MMM dd, YYYY - HH:mm a","1","1","1"
"d-MMM-","1","1","1"
"YYYYMMdd_HHmm","1","1","1"
"'cm4-level-'yyyyMMdd-HHmmss'.dat'","1","1","1"
"yyyy-MM-dd HH:mm:ss ZZ","1","1","1"
"uuuu-MM-dd HH:mm:ss,SSS","1","1","1"
"yyyy-MM-dd'T'kk:mm'Z'","1","1","1"
"dd.MM.getY()YYY","1","1","1"
"uuuu-MM-dd' 'HH:mm:ssXXX","1","1","1"
"d/M/yyy","1","1","1"
"dd MMM · hh:mm a","1","1","1"
"dd.MM.yyyy HH:mm МСК","1","1","1"
"EEEE\nMMMM d","1","1","1"
"EEE, d LLL yyyy 'at' HH:mm","1","1","1"
"MMM dd, uuuu, kk:mm","1","1","1"
"dd:MM","1","1","1"
"E.EE'm'","1","1","1"
"d MMMM y","1","1","1"
"MMMM dd, yyyy - HH:mm:ss","1","1","1"
"+E'CRS'","1","1","1"
"[,][' ']h'時'[m'分'[s[[.][,]","1","1","1"
"[EEE[','][' ']]MMMM['-']['/']['.'][','][' ']d['st']['nd']['rd']['th'][['-']['/']['.'][','][' ']uuuu]","1","1","1"
"dd-MM-yyyy HH:mm:ss:SSS","1","1","1"
"MMM dd, h:mm a","1","1","1"
" HH : mm : ss ","1","1","1"
"u-M-d H:m:s","1","1","1"
"GGGGGyyyyy\ub144MMMMM","1","1","1"
"yyyy年M月","1","1","1"
"dd MMM yy HH:mm","1","1","1"
"dd MMM '-' h:mm a","1","1","1"
"yyyy-MM-dd-kk:mm:ss","1","1","1"
"HHmmyyMMdd","1","1","1"
"yyMMdd'1'","1","1","1"
"yyyy-MMM-dd HH:mm:ss z","1","1","1"
"MMMM dd uuuu","1","1","1"
"EEEE\ndd LLLL","1","1","1"
"yyyy-MM-dd HH:mm zzz","1","1","1"
"d 'day' HH:mm:ss","1","1","1"
"E MMM dd hh:mm:ss yyyy","1","1","1"
"yyyy 年 MM 月 dd 日","1","1","1"
"+DDMMSS.SS","1","1","1"
"yyyy-MM-dd_HH-mm-ss-SS","1","1","1"
"MMMM d, yyyy hh:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.S'Z'","1","1","1"
"HH:mm:ss,SSSXXX","1","1","1"
"hh:mm a, dd MMM yyyy","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.N","1","1","1"
"'YYYYMMDDHHMMSS'yyMMddHHmm'00'","1","1","1"
"yyyy-MM-dd HH:mm:ss Z'\n'","1","1","1"
"LLLL d, uuuu 'at' h:mma (zzz)","1","1","1"
"yyyy-MM-dd'T'HH'h'mm'm'ss","1","1","1"
"MMMM dd,yyyy HH:mm","1","1","1"
"eee, d LLL","1","1","1"
"dd.MM.yy | HH:mm","1","1","1"
"MMM YYYY","1","1","1"
"MMM d, hh:mm a","1","1","1"
"yyyy-M-d[['T'H:m:s[.S]][XXX]]","1","1","1"
"dd-MM-yyyy HH:mm.ss.SSS","1","1","1"
"yyyyMMdd'T'HH:mm:ss","1","1","1"
"yyyy-MM-dd_HH_mm_ss.SSS","1","1","1"
"yyyy/MM/dd kk:mm:ss","1","1","1"
"dd-MM-yyyy-HH:mm:ss","1","1","1"
"yy-MM-dd | HHmm","1","1","1"
"yyyyMMdd a hh:mm:ss(S)","1","1","1"
"yyyy/MM/dd'-'HH:mm","1","1","1"
"EEEE, MMMM d y, h:mm a","1","1","1"
"yyyy-MM-dd HH/mm/ss","1","1","1"
"dd/MMM/yyyy:HH:mm:ss XX","1","1","1"
"yyyy.MM.dd HH_mm_ss","1","1","1"
"dd MMM,EEE","1","1","1"
"EEE, d MMM yyyy kk:mm:ss z","1","1","1"
"[HHmm]dd[-][.][/]MM[-][.][/]yyyy","1","1","1"
"01.MM.yyyy","1","1","1"
"yyyy-MM-dd['T'][ ]HH:mm:ss[.SSS][Z]","1","1","1"
"uuuu-MMM-dd","1","1","1"
"E, MMMM dd","1","1","1"
"yyyy$$$MMM$$$dd HH 小时","1","1","1"
"yyyy/MM/dd H:mm:ss z","1","1","1"
"dd.MM.yyyy HH:mm:ss:SSS","1","1","1"
"'api_access_log'.yyyy-MM-dd.'txt'","1","1","1"
"HH:mm:ss MM-dd-yyyy","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[.SSS][XXX][zzz]","1","1","1"
"yyyy-MM-dd'T'hh:mm:ss.SSSX","1","1","1"
"'Added on 'dd/MM/yyyy' at 'HH:mm:ss","1","1","1"
"eeee, d. L y","1","1","1"
"dd LLLL uuuu HH:mm","1","1","1"
"d. MMM yyyy HH:mm","1","1","1"
"yyyy.MM.dd.HH:mm","1","1","1"
"dd MMMM yyyy EEEE, H:m:s","1","1","1"
"h B","1","1","1"
"H-m-ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.nnnnnnnnn","1","1","1"
"YYYY年MM月dd日","1","1","1"
"MMM d h:mm a","1","1","1"
"d/MMM/yyyy:H:m:s[:SSS][:SS][:S][ Z]","1","1","1"
"MM/dd/yyyy HH:mm:ss a","1","1","1"
"eee, dd MMM","1","1","1"
"h:mm a d MMMM yyyy","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSS+00","1","1","1"
"yyyyMMdd:HH:mm:ss","1","1","1"
"LLLL, d","1","1","1"
"yyyy_MM_dd.HH_mm_ss","1","1","1"
"MMM d YYYY hh:mm:ss a z","1","1","1"
"d MMM h:mm a","1","1","1"
"dd MM yyyy - HH:mm:ss","1","1","1"
"M/d/u h:m:s a","1","1","1"
"yyyyMMyy_HHmmSS","1","1","1"
"yyyy-MM-dd'T'HH':'mm[':'ss[.SSSSSSSSS][.SSSSSS][.SSS]]'Z'","1","1","1"
"h시 mm분 ss초","1","1","1"
"yyyy/MM/dd hh:mm:ss a z","1","1","1"
"dd-MM-yyyy HH-mm","1","1","1"
"'Tomorrow at' HH:mm","1","1","1"
"MM-dd-yy hh:mm a","1","1","1"
"yyyyMMdd'T'HHmmssx","1","1","1"
"yyyy_MM_dd_HHmmss","1","1","1"
"dd/MM-yyyy\nHH:mm","1","1","1"
"EEE, dd MMM yyyy HH:mm:ss VV","1","1","1"
"yyyy-MM-dd HH:mm:ss SSS'ms'","1","1","1"
"yyyy-MM-dd'T'HH-mm-ss.SSS'Z'","1","1","1"
"dd/MMM/yy","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.nnnnnnnnn","1","1","1"
"E yyyy-MM-dd a HH:mm:ss","1","1","1"
"YYYY-MM-dd'T'HH_mm_ss","1","1","1"
"uMdHms","1","1","1"
"M*dd*yy","1","1","1"
"MMM d, u","1","1","1"
"d.M.yy HH:mm","1","1","1"
"YYYY, MMMM dd","1","1","1"
"yyyy-MM-dd-HHMMss","1","1","1"
"YYYY년 M월 dd일 a h시 m분 s초","1","1","1"
"d.M. HH:mm","1","1","1"
"yyyy-MMM-dd-HH_mm_ss","1","1","1"
"d MMMM yyyy - HH:mm:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss.000000000","1","1","1"
"MM dd","1","1","1"
"E, d MMM yyyy kk:mm:ss","1","1","1"
"EEE MMM dd, yyyy hh:mm a","1","1","1"
"yyyy-MM-dd - HH;mm","1","1","1"
"MM:dd // HH:mm:ss","1","1","1"
"yyyy-MM-dd  HH:mm:ss.SSS","1","1","1"
"EEEE, dd MMMM yyyy hh:mm a","1","1","1"
"MMM dd[ yyyy] H:m:s[.SSS][ z]","1","1","1"
"HH:mm   dd.MM.yyyy.","1","1","1"
"MMMM d, h:mm a","1","1","1"
"[h:mm:ss a]","1","1","1"
"HH:mm:ss.SSSSS xxx","1","1","1"
"[E[,][ ]]d[ ]MMM[.][,][ ]yyyy[ H:mm[:ss][ ][a][ ][z][ ][Z][ ][(z)]]","1","1","1"
"cc","1","1","1"
"dd/M/yyyy HH:mm","1","1","1"
"yyyy年MM月dd日 HH時mm分","1","1","1"
"E dd MM yyyy HH:mm","1","1","1"
"yyyy/MM/dd'T'HH:mm:ss.SSS","1","1","1"
"uuuuMMdd_HHmmss","1","1","1"
"yyyy-MM-dd // HH:mm","1","1","1"
"MM/dd/YYYY HH:mm:ss","1","1","1"
"uuuu.MM.dd/HH:mm:ssX","1","1","1"
"EEE, d MMM yyyy, hh:mma","1","1","1"
"dd-MM-yyyy'T'HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm'+00:00'","1","1","1"
"uuuu-MMdd","1","1","1"
"HH:mm:ss[.SSSSSS][.SSSSS][.SSSS][.SSS][.SS][.S]x","1","1","1"
"[[','][' ']uuuu]","1","1","1"
"dd.MM.yyyy H:mm","1","1","1"
"yyyy-MM-dd'T'HHmm","1","1","1"
"yyyy-MM-dd_HH-mm-ss_xxxx","1","1","1"
"yyyy q","1","1","1"
"MMM dd yyyy[ [HH][:mm][:ss][.SSS]]","1","1","1"
"YYYYMMddkkmmss'_EventLog.csv'","1","1","1"
"EEEE, d MMMM - HH:mm","1","1","1"
"dd:MM:yy:HH:mm","1","1","1"
"_yyyy-MM-dd_HHmmss_SSS","1","1","1"
"dMMM","1","1","1"
"yyyyMM_ddhhmmss","1","1","1"
"yyyy-mm-dd hh:MM:ss","1","1","1"
"yyyy.MM.dd  HH:mm:ss","1","1","1"
"yyyy////dd","1","1","1"
"EEE dd","1","1","1"
"YYYYMMddTHHmmss","1","1","1"
"a h:mm","1","1","1"
"MMMM dd , yyyy , hh:mm","1","1","1"
"yyyy-MM-dd-HH-mm-ss-SSS'.log'","1","1","1"
"dd MMM yyyy,  HH:mm","1","1","1"
"dd-M-yyyy hh:mm:ss a O","1","1","1"
"HH:mm aa","1","1","1"
"yyyy/MM/dd[[ ]HH[:]mm[[:]ss[[.]S]][ ][z][ ][Z]]","1","1","1"
"yyyy년 MM월 dd일 HH:mm:ss","1","1","1"
"MMM d, uuuu","1","1","1"
"yyyy-MMM-dd hh:mm:ss a","1","1","1"
"EEEE MMMM YYYY","1","1","1"
"uuuu-MM-dd_HH-mm-ss_SSS","1","1","1"
"dd. L. u","1","1","1"
"dd/MM/yyyy. HH:mm:ss","1","1","1"
"EEE, LLL d  h:mm:ss a","1","1","1"
"yyyy-MM-dd kk-mm-ss.SSS","1","1","1"
"yyyy-MM-dd'T'HH''mm''ss","1","1","1"
"MMMM dd MM yyyy","1","1","1"
"uuuu*MM*dd","1","1","1"
"d. LLLL yyyy","1","1","1"
"yyyy-MM-dd HH:mm:ss.nnnnnnnnnX","1","1","1"
"MMM dd, yyyy;HH:mm:ss.SSSSSS","1","1","1"
"'Действуют с' HH:mm 'МСК' dd.MM.yyyy","1","1","1"
" z","1","1","1"
"yyyyMMddhhss","1","1","1"
" HH:mm:ss 'GMT'","1","1","1"
"EE,dd MMM","1","1","1"
" MMM","1","1","1"
"EEEE, hh:mm","1","1","1"
"MMM dd,yyyy HH:00","1","1","1"
"E',' dd MMMM","1","1","1"
"yyyy K","1","1","1"
"EEE MMM dd yyyy HH:mm:ss 'GMT'Z","1","1","1"
"d. M.","1","1","1"
"yyyy. M. d","1","1","1"
"M月d日(EEE)","1","1","1"
"yyyy/MM/dd HH:MM:SS","1","1","1"
"yyyy-MM-dd'T'hh:mm:ss.SSS'Z'","1","1","1"
"yyyy-MM-dd / HH:mm","1","1","1"
"dd/MM/yy HH:mm:ss","1","1","1"
"HH'h 'mm'm 'ss's'","1","1","1"
"+L+L[g''g]","1","1","1"
"MM/dd/yyyy HH","1","1","1"
"yy yyyy","1","1","1"
"[XXX][X]","1","1","1"
"20HH-mm-ss X:00:00","1","1","1"
"H[:][.]mm","1","1","1"
"d[/][-][.][ ]M[/][-][.][ ][yyyy][yy]","1","1","1"
"E dd MMM YYYY","1","1","1"
"hh:mm\na","1","1","1"
"u-MM-dd","1","1","1"
"dd.MM.yyyy HH:mm:ss '(UTC' X')'","1","1","1"
"yyyy/MMMM","1","1","1"
"$DATE_FORMAT'T'$TIME_FORMAT[X]","1","1","1"
"M월 d일 ${targetDateTime.amPm} hh:mm","1","1","1"
"':'ss","1","1","1"
"yyyyMMdd kk:HH:mm:ss.SSS","1","1","1"
"EEE LLL d HH:mm:ss yyyy Z","1","1","1"
"dd.MM.","1","1","1"
"HHmmssSSSSSS","1","1","1"
"yyyy-M-d'T'H:m:s[.SSS][.SS][.S][z]","1","1","1"
"YYYY-MM-dd'T'HH:mm:ss.SSS","1","1","1"
"dd-MM-uuuu HH:mm:ss","1","1","1"
"dd MMM, hh:mm","1","1","1"
"hh:mm:ss.n","1","1","1"
"yyyy.MM.","1","1","1"
"yyyy-MM-dd'T'HH-mm-ss'--'","1","1","1"
"E MMM dd, yyyy","1","1","1"
